,ARTIST,ALBUM TITLE,Box #,Notes,Double,Type of Double
688,"Hendrix, Jimi",Rainbow Bridge Soundtrack,,,,
689,Madura,Madura,,,X,1/2
690,Van Der Graaf Generator,H To He Who Am The Only One,,,,
692,Steve Miller Band,Rock Love,,,,
693,Mason Proffit,Last  Night I Had The Strangest Dr,,,,
694,"Stevens, Cat",Teaser And The Firecat,,,,
696,"Kottke, Leo",Greenhouse,,,,
697,Stoneground,Family Album,,,X,1/4
698,"Edward, The",Jamming With Edward,,,,
700,Fearless,Family,,,,
702,"Kinks, The",Muswell Hillbillies,,,,
704,"Hendrix, Jimi",Band Of Gypsys,,,,
705,Black Oak Arkansas,Keep The Faith,,,,
706,"Taupin, Bernie",Child,,Recorded at 45 rpm - ship from WTUL,,
707,Bread,Baby I'm A Want You,,,,
708,"Simon, Paul","Simon, Paul",,,,
709,Various,Greatest Songs Of Woody Guthrie,,Record and case missing. Location unknown.,,
710,Various,Greatest Folk Singers Of The Sixties,,,X,"1/2, 1/2"
712,Manford Mann's Earth Band,Manford Mann's Earth Band,,,,
714,Lighthouse,Thoughts Of Moving On,,,,
715,"Lofgren, Nils",1+1 Grin,,,X,1/2
716,Nitty Gritty Dirt Band,All The Good Times,,,,
717,Jo Jo Gunne,Dj Promo,,,,
719,Barclay James Harvest,And Other Short Stores,,,,
721,Climax Blues Band,Tightly Knit,,,,
723,Great Grape,Moby Grape,,,,
724,"Doors, The",Weird Scenes Inside The Goldmine,,,X,1/2
725,"Stevens, Cat",Very Young And Early Songs,,,,
726,Chiliwack,Music For A Quiet Time,,,X,1/4
728,Loggins & Messina,Sittin' In,,,,
729,"Firesign Theatre, The",Dear Friends,,,X,1/4
730,Burgers,Hot Tuna,,,,
732,"Blood, Sweat and Tears",Greatest Hits,,,,
733,"Cochran, Eddie",Legendary Masters,,,X,1/4
734,"Sandpipers, The",A Gift Of Song,,,,
735,Mckendrie Spring,Mckendree Spring,,,,
736,"Rose, Biff",Uncle Jesus Aunty Christ,,,,
737,Seatrain,Seatrain,,,,
738,"Guess Who, The",Rockin',,,,
739,Flash,Flash,,,,
741,"Capaldi, Jim",On How We Danced,,,,
743,Game,Long Hot Summer,,,,
744,Fire And Water,Free,,,,
745,Quicksilver Messenger Service,Shady Grove,,,,
746,Yes,Fragile,,,,
747,"Young, Neil",Harvest Moon,,,,
748,"Band, The",Cahoots,,,,
749,Loggins & Messina,Loggins And Messina,,,,
750,"Mason, Dave",Headkeeper,,,,
751,Joy Of Cooking,Closer To The Ground,,,,
754,"Turner, Ike And Tina",Let Me Touch Your Mind,,,,
755,"Flying Burrito Brothers, The",Burrito Deluxe,,,,
756,"Yardbirds, The",Greatest Hits,,,,
757,"Dylan, Bob",The Freewheelin' Bob Dylan,,,,
758,"O'Keefe, Danny",Breezy Stories,,,,
760,"Beatles, The",The Early Beatles,,,,
761,King Crimson,Lizard,,,,
762,"Chambers Brothers, The",The Time Has Come,,,,
763,"Winter, Johnny",Live,,,,
765,"Crosby, David",If I Could Only Remember My Name,,,,
766,"Mitchell, Joni",Blue,,,,
767,Nilsson,The Point!,,,,
768,Various,Woodstock Volume 2,,,X,1/2
769,Buffalo Springfield,Retrospective Best Of,,,,
770,"Dylan, Bob",New Morning,,,,
771,"Allman Brothers, The",Idlewild South,,,,
772,"Simon, Carly",Carly Simon,,,,
773,Donovan,Greatest Hits,,,,
774,"Russel, Leon",Leon Russel,,,,
775,"Winters, Edgar",White Trash,,,X,1/4
776,Pink Floyd,Ummagumma,,,X,1/2
777,Savoy Brown,Hell Bound Train,,,,
778,"Mclean, Don",Tapestry,,,,
779,"Browne, Jackson",Jackson Browne,,,,
780,"Kristofferson, Kris",Border Lord,,,,
781,"Bromberg, David",Untitled DJ Promo,,,,
782,Spirit,Feedback,,,,
783,Cream,Live Cream Volume 2,,,,
784,"Gallagher, Rory",Deuce,,,,
785,"Michaels, Lee",Space And First Takes,,,,
786,Chase,Ennea,,,,
787,Melanie,The Four Sides Of Melanie,,Actually in two different cases (and a 3rd empty case as well),X,1/4
789,Sea Train,The Marblehead Messenger,,,,
791,"Holmes, Jake",How Much Time,,,,
792,"60,000,000 Buffalo",Nevada Jukebox,,,,
793,Blue Oyster Cult,Blue Oyster Cult,,,,
794,"Kooper, Al",A Possible Projection Of The Futur,,,,
795,Big Sur Festival,One Hand Clapping,,,,
796,"Scruggs, Earl",Nashville Rock,,,,
797,"Beck, Jeff",Truth,,,,
798,"Beck, Jeff",Beck-Ola,,,,
799,Flatt & Scruggs,Greatest Hits,,,,
802,Vigrass & Osborne,Queues,,,,
803,"Pickard, Sorrels",Decca,,,,
804,Z.Z. Top,First Album,,,,
805,Alvin Lee & Company,Ten Years After,,,,
807,"Shurtleff, Jeffery",State Farm,,,,
808,"Dawson, Jim",You'll Never Be Lonely With Me,,,,
816,"Mann, Barry",Lay It All Out,,,,
818,"Scrubbs Brothers, The","Scrubbs Brothers, The",,,,
819,"Price, Jim",Kids Nowadays Ain't Got No Shame,,,,
820,"Spheeris, Jimmy",Isle Of You,,,,
821,"Rush, Tom",Mirrimack Country,,,,
822,Grin,Grin,,,,
823,"Clapton, Eric",History Of Eric Clapton,,,X,1/3
824,Bryan Augers Oblivion Express,Second Wind,,,,
825,Little Feat,Sailin' Shoes,,,,
826,Captain Beefheart,The Spotlight Kid,,,X,"1/2, 1/2"
827,"Schwarz, Brinsley",Silver Pistol,,,,
828,"Kershaw, Doug",Swampgrass,,,,
831,Fleetwood Mac,Bare Trees,,,,
832,Delaney & Bonnie,Together,,,,
835,"Cooder, Ry",Into The Purple Valley,,,,
836,"Rundgren, Todd",Something,,DONE RE-RECORDING 2ND RECORD 1st record should be 45! Needs Re-record.,X,"1/2, 1/2"
837,"Taylor, Alex",Dinner Time,,,,
838,Gordon,Lightfoot,,,,
839,Peter,Peter,,,,
840,"Youngbloods Present, The",High Country Dreams,,,,
844,"Guthrie, Woody",A Tribute To,,,,
845,"Guthrie, Woody",A Tribute To (Part 2),,,,
846,Cold Blood,First Taste Of Sin,,,,
847,"Kinks, The",The Kinks Kronicles,,,X,1/4
848,Cold Blood,Zephyr,,,,
849,Humble Pie,Smokin',,,,
850,"Capers, Bryan",Mott The Hoople,,,,
851,Eagles,Eagles,,,,
852,James Gang,Straight Shooter,,,,
853,Deep Purple,Machine Head,,,,
855,Powerglide,New Riders Of The Purple Sage,,,,
857,New York Rock Ensemble,Freedomburger,,,,
858,"Baldry, John",Everything Stops For Tea,,,,
860,"Young, Jesse Colin ",Together,,,,
861,America,America,,,,
862,Gram Nash And David Crosby,Gram Nahs And David Crosby,,,,
863,"Stills, Stephen",Manassas,,,X,1/3
864,Crazy Horse,Loose,,,,
865,"Joplin, Janis",In Concert,,"Very Quiet, needs Re-record.",,
866,Keef Hartley Band,Half Breed,,,,
867,"Sill, Judee",Heart Food,,,,
868,Creedence Clearwater Revival,Mardi Gras,,,,
869,"Rascals, The",Island Of Real,,,,
870,Hawkwind,In Search Of Space,,,,
871,Reberta Flack And Donnie Hathaway,Reberta Flack And Donnie Hathaway,,,,
872,"Beck, Jeff",Jeff Beck Group,,"Quiet in beginning, grows throughout. number 8 or 15? Re-record.",,
873,"King, Carole",Rhymes And Reasons,,,,
874,Mckendree Spring,Second Thoughts,,,,
875,Mckindree Spring,Mckindree Spring,,,,
877,Doctor John,Dr John's Gumbo,,,,
9,Paul Butterfield Blues Band,Golden Butter: Best of ,,,X,1/4
879,Downchild Blues Band,Bootleg,,,,
880,Mott The Hoople,All The Young Dudes,,,,
881,"Stewart, John",Sunstorm,,,,
882,"McCoy, Charlie",The Real Mccoy,,,,
884,"Silverstein, Shel",Freakin at the Breakers Ball,,Record missing. Was not recorded.,,
885,Strawbs,Grave New World,,,,
886,"Baez, Joan",Comes From The Shadows,,,,
888,Mountain Live,The Road Goes Ever On,,,,
889,Uriah Heep,Demons And Wizards,,,,
891,Procol Harum,Live With The Edminton Symphony Orchestra,,,,
892,Argus,Wishbone Ash,,,,
895,Parrot,Lions Chair,,,,
896,Jethro Tull,Thick As A Brick,,,,
897,Iron Butterfly,Evolution: The Best Of Iron Butter,,,,
900,"Bardens, Peter",Write My Name In The Dust,,,,
901,Z.Z. Top,Rio Grand Mud,,,,
903,Various,Columbia Records Hall Of Fame Vol,,,,
904,Various,Columbia Records Hall Of Fame Vol,,Hard intro - re-record?,,
905,Various,Columbia Records Hall Of Fame Vol,,,,
906,Various,Columbia Records Hall Of Fame Vol,,,,
907,Various,Columbia Records Hall Of Fame Vol,,,,
912,"James, Keef",One Tree Or Another,,,,
913,Odyssey,Odyssey,,,,
914,"Kim, Andy",Greatest Hits,,,,
917,Whole Burbank Catalog,Funky Fruit,,DONE RE-RECORDING. Only first album of double recorded,X ,1/4
918,"Van Horn, John",Out Back Music,,,,
920,Van De Graaf Generator,Pawn Hearts,,,,
922,"Mayall, John",Jazz Blues Fusion,,,,
923,Free,Free At Last,,,,
924,"Anderson, Miller",Bright City,,,,
928,"Collins, Judy",The Best Of Judy Collins,,,,
929,"David, Jesse ""Ed""",Ululu,,,,
930,Electric Light Orchestra,No Answer,,,,
932,"Wackers, The",Hot Wacks,,,,
933,"Kay, John",Forgotten Songs And Unsung Heroes,,,,
935,"Mcdonald, Country Joe",Incredible! Live!,,,,
936,"Rolling Stones, The",Exile On Main Street,,,X,1/2
939,"Cooper, Alice",,,,,
941,"John, Elton",Honky Chateau,,,,
942,"Grateful Dead, The",The History Of,,,,
943,Black Oak Arkansas,If An Angel Came To See You,,,,
944,"Diamond, Neil",Moods,,,,
945,Pot Liquor,Louisiana Rock And Roll,,,,
946,"Move, The",Message From The Country,,,,
951,Allman Brothers Band,Eat A Peach,,,X,1/2
953,Melanie,Stone Ground Words,,,,
954,"Springsteen, Bruce","Greetings From Asbury Park, New Je",,,,
957,"Greenbriar Boys, The",Best Of,,Record and case missing. Not recorded.,,
958,"Russel, Leon",Carney,,,,
959,"Holly, Buddy",A Rock & Roll Collection,,,X,1/4
960,Nilsson,Son Of Schmilsson,,,,
962,Curved Air,Phantasmagoria,,Re-Record at 45 RPM.,,
964,White Witch,White Witch,,,,
966,John Fahey And His Orchestra,Of Rivers And Religion,,,,
974,Danny O'Keefe,O'Keefe,,,,
975,Kindred,Next Of Kin,,,,
976,Kapt. Kopter And The (Fabulous) Twirly Birds,Randy California,,,,
977,"Kings, The",Everybody's In Showbiz,,,X,1/2
979,"Mull, Martin",Martin Mull,,,,
980,Slade,Alive!,,,,
981,Pure Food And Drug Act,Choice Cuts,,,,
982,"Newman, Randy",Sail Away,,,,
983,Atomic Rooster,Made In England,,,,
985,Vinegar Joe,Vinegar Joe,,,,
988,Stories,About Us,,,,
989,,,,Recording but no photograph,,
992,Commander Cody,"Hot Licks, Cold Steel, And Trucker",,,,
993,"Paxton, Tom",Peace Will Come,,,,
994,Chicago,Chicago,,,,
995,"Doors, The",Full Circle,,,,
996,"Redding, Otis",The Best Of,,,X,1/4
998,Looking Glass,Subway Serenade,,,,
999,Glass Harp,Glass Harp,,,,
1000,Bonzo Dog Band,Best Of The Bonzoes,,,,
1001,Nazareth,Exercises,,,,
1003,Them Feat. Van Morrison,Them,,,X,1/2
1004,"Longhair, Professor",New Orleans Piano,,,,
1005,"Martyn, John",Solid Air,,Labeled as 01005A. (This album is listed twice on this spreadsheet),,
1006,Captain Beyond,Captain Beyond,,"WAV not lining up with img or discogs. missing ""Astral Lady"" track? Also, last 3 tracks not lining up",,
1007,Cactus,'ot 'n' Sweaty,,,,
1008,Smokin' O.P.'s,Smokin' O.P.'s,,,,
1009,Pentangle,Solomon's Seal,,,,
1010,Seals & Crofts,Summer Breeze,,,,
1012,Fairport Convention,Babbacombe Lee,,,,
1013,"Doobie Brothers, The",Toulouse Street,,,,
1015,"Baker, Ginger",Statavarious,,,,
1016,James Gang,Passin' Thru,,,,
1017,"Emerson, Lake & Palmer",Trilogy,,,,
1018,"Buckley, Tim","Greetings, From L.A.",,,,
1020,Jefferson Airplane,Long John Silver,,,,
1021,T Rex,The Slider,,,,
1024,"Byrds, The","Notorious Byrd Brothers, The",,,,
1025,Tower Of Power,East Bay Grease,,,,
1026,"Hollies, The",Distant Light,,,,
1027,"Buchanan, Roy",Roy Buchanan And The Snake Stretch,,,,
1028,Keef Hartley Band,Seventy Second Brave,,,,
1029,Various,Mar Y Sol,,2nd record DONE RE-RECORDING.,X,1/2
1030,"Hart, Mickey",Rolling Thunder,,,,
1031,"Byrds, The",Sweetheart Of The Rodeo/Notorious,,THIS SHOULD BE A DOUBLE but the second part is an LP we have already...I'm confused,X,
1032,"Jack, Wolfman",Wolfman Jack,,,,
1034,Vangelis,Aphrodite's Child,,,X,1/2
1035,Humble Pie,Lost And Found,,,X,"1/2, 1/2"
1036,"Stewart, Rod",Never A Dull Moment,,,,
1038,"Murphey, Michael",Geronimo's Cadillac,,,,
1039,"Frampton, Peter",Wind Of Change,,,,
1040,"Farm Band, The",The Farm Band,,,X,1/4
1042,Capability Brown,From Scratch,,,,
1043,Steely Dan,Can't Buy A Thrill,,,,
1044,Switched On,Gershwin,,,,
1045,"Clifford, Doug",Doug Clifford,,,,
1046,"Sidran, Ben",I Lead A Life,,,,
1047,Sarah,Is No Lady,,,,
1050,"Joplin, Janis",Pearl,,,,
1053,Ten Years After,Rock And Roll Music To The World,,,,
1056,If,Waterfall,,,,
1057,Status Quo,Dog Of Two Head,,,,
1058,Traffic,Last Exit,,,,
1059,Traffic,Traffic,,,,
1060,Traffic,Mr. Fantasy,,(also listed here as 1060 A),,
1061,Silverhead,Silverhead,,,,
1064,Argent,All Together Now,,,,
1065,First Gear,First Gear,,,,
1066,"Rankin, Kenny",Like A Seed,,,,
1067,Santana,Santana And Buddy Miles Live,,,,
1068,Rastus,Steamin',,,,
1073,Country Gazette,A Traitor In Our Midst,,,,
1074,"Clayton-Thomas, David",Tequila Sunrise,,,,
1076,"Blood, Sweat and Tears",New Blood,,,,
1077,Boot,Boot,,,,
1078,Family,Bandstand,,,,
1079,"Buckle, Henry",Henry Buckle,,,,
1080,Gentle Giant,Acquring The Taste,,,,
1082,"Almond, Mark",Rising,,,,
1083,Crazy Horse,At Crooked Lake,,,,
1085,La Croix,La Croix,,,,
1086,"Stevens, Cat",Catch Bull At Four,,,,
1087,Budgie,Squawk,,,,
1088,"Baez, Joan",The Joan Baez Ballad Book,,,X,"1/2, 1/2"
1090,"Mayall, John",Moving On,,,,
1091,Raspberries,Raspberries,,,,
1092,"Band, The",Rock Of Ages V. 1,,,,
1093,"Lennon, John & Yoko/Plastic Ono Ba",Sometime In New York City,,,X,1/2
1094,Elephants Memory,Elephants Memory,,,,
1095,"West, Bruce & Laing",Why Dontcha,,,,
1098,"Seeger, Pete",Rainbow Race,,,,
1099,Santana,Caravanserai,,,,
1100,Delaney & Bonnie,The Best Of Delaney & Bonnie,,,,
1101,Teegarden & Vanwinkle W/ Bruce,On Our Way,,,,
1102,"Earth, Wind & Fire",Last Days And Time,,,,
1103,"Beatles, The",The Beatles Story,,,X,1/4
1106,Skylark,Skylark,,,,
1109,"Ship, The",A Contempory Folk Music Journey,,,,
1110,Nitzinger,Nitzinger,,,,
1111,Dos,Malo,,,,
1112,"Who, The",Who Came First,,,,
1113,"Phillips, Shawn",Faces,,Sides 1 & 2 recorded separately; joined later,,
1115,"Creach, Papa John",Filthy!,,Sides 1 & 2 recorded separately; joined later,,
1116,Manfred Mann's Earth Band,Glorified Magnified,,Sides 1 & 2 recorded separately; joined later,,
1117,"Miller, Steve",Anthology,,Sides 1 & 2 recorded separately; joined later,X,1/4
1118,"Edwards, Jonathon",Honky-Tonk Stardust Cowboy,1st Side Skipping. Rerecord.,Sides 1 & 2 recorded separately; joined later,,
1119,"Kooper, Al",Naked Song,1st Side Skipping. Rerecord.,Sides 1 & 2 recorded separately; joined later,,
1120,"Winter, Edgar",They Only Come Out At Night,1st Side Skipping. Rerecord.,Sides 1 & 2 recorded separately; joined later,,
1122,"Bromberg, David",Demon In Disguise,1st Side Skipping. Rerecord.,Sides 1 & 2 recorded separately; joined later,,
1124,Queen Ida And The Bon Temps Band,Play The Zydeco,,Record missing. ,,
1129,"Cocker, Joe",Cocker,1st Side Skipping. Rerecord.,Sides 1 & 2 recorded separately; joined later,,
1130,"Wonder, Stevie",Talking Book,,Sides 1 & 2 recorded separately; joined later,,
1134,"Reed, Lou",Transformer,,Sides 1 & 2 recorded separately; joined later,,
1141,Glencoe,Glencoe,Huge Skips. Re-Record. ,Sides 1 & 2 recorded separately; joined later,,
1144,"Beatles, The",A Hard Days Night,1st side gone. Re-Record. ,Sides 1 & 2 recorded separately; joined later,,
1146,Sacred Child,Sacred Child,,Record missing.,,
1147,"Whitlock, Bobby",Raw Velvet,,Sides 1 & 2 recorded separately; joined later,,
1148,"Greenbaum, Norman",Petaluma,,Sides 1 & 2 recorded separately; joined later,,
1149,Repairs,Repairs,,,,
1150,Quicksilver Messenger Service,Quicksilver Messenger Service,,,,
1151,Tir Na Nog,A Tear And A Smile,,,,
1152,Flash,Flash In The Can,,,,
1153,"Berry, Chuck",Saint Louie To Frisco To Memphis,,"Only have side C&D (double, but missing the other half)",,
1154,Roxy Music,The First Roxy Music Album,,,,
1156,"Williams, Paul",Life Goes On,,,,
1158,"Rapp, Tom",Familiar Songs,,,,
1161,Stone The Crows,Ontinious Performance,,,,
1163,Joy,Thunder Foot,,,,
1167,Little Richard,The Second Coming,,,,
1169,"Kurtz, John Henry",Reunion,,No Image?,,
1171,Delbert & Glen,Clean,,,,
1172,"Fogelberg, Dan",Home Free,"Side 2 sounds scratchy in the background throughout. Not terrible, but noticable. ",,,
1174,"Green, Al",I'm Still In Love With You,,,,
1175,Uriah Heep,The Magician's Birthday,,,,
1176,Black Sabbath,Black Sabbath,,,,
1178,Delaney,Somethings Coming,,,,
1180,"Staton Brothers Band, The",The Staton Brothers Band,,,,
1181,Derek & The Dominos,In Concert,,,X,"1/2, 1/2"
1182,Canned Heat,Living the Blues,,,X,1/4
1183,Canned Heat,Canned Heat,,,,
1185,Canned Heat,Hallelujah,,,,
1186,Canned Heat,The Best Of Canned Heat,,,,
1188,Canned Heat,Canned Heat in Concert - Recorded Live in Europe,,,,
1190,Canned Heat & John Lee Hooker,Hooker & Heat,,,X,1/4
1191,Steppenwolf,16 Greatest Hits,,,,
1194,"Gray, Dobie",Drift Away,,,,
1195,"Move, The",Split Ends,,,,
1198,Ballin' Jack,Buzzardluck,,,,
1199,Three Dog Night,Seven Separate Fools,,,,
1201,New Riders Of The Purple Sage,Gyspy Cowboy,,,,
1203,Stoneground,Stoneground 3,,,,
1204,"Hendrix, Jimi",War Heroes,,,,
1205,"Coolidge, Rita",The Lady's Not For Sale,,,,
1206,"Lightfoot, Gordon",Dan's Records,,,,
1207,Captain Beefheart & His Magic Band,Clear Spot,,,,
1208,"Mitchell, Joni",For The Roses,,,,
1209,National Lampoon,Radio Dinner,,,,
1210,Protocol Harum,Protocol Harum,,,,
1212,"Taylor, James",One Man Dog,,,,
1213,Black Sabbath,Volume 4,,,,
1214,Jethro Tull,Living In The Past,,Record and case missing. Not recorded.,,
1215,Deep Purple,Purple Passages,,,X,1/4
1216,"Grateful Dead, The",Europe '72,,,XX,1/2
1218,Tobias,Dream Number 2,,,,
1221,Poly Phony,Without Introduction,,,,
1222,"Zappa, Frank / Mothers Of Invention",The Grand Wazoo,,,,
1223,"Simon, Carly",No Secrets,,,,
1224,Plainsong,In Search Of Amelia Earhart,,,,
1225,"Nitty Gritty Dirt Band, The",Will The Circle Be Unbroken,,"Should be a triple, but the middle record (3/4) is missing.",X,"1/2, 5/6"
1227,String Driven Thing,String Driven Thing,,,,
1228,Apollo 100,Master Pieces,,,,
1229,Ides Of March,World Woven,,,,
1230,"Diamond, Neil",Hot August Night,,,X,1/4
1231,Brewer & Shipley,Rural Space,,,,
1232,"Firesign Theatre, The",Not Insane,,,,
1233,R.E.O. Speedwagon,T.W.O.,,,,
1234,"Youngbloods, The",High On A Ridge Top,,,,
1235,America,Homecoming,,,,
1236,Gypsy,Antithesis,,,,
1237,Trapeze,"You Are The Music, Whe're Just The",,,,
1238,Chirco,Visitation Younger Than You,,,,
1240,"Young, Neil","Journey Through The Past, Original",,,X,1/4
1241,Come,1,,,,
1244,Flash Cadillac And The Continental Kids,Flash Cadillac And The Continental Kids,,,,
1245,Jeremy Spencer And The Children,Jeremy Spencer And The Children,,"Hard intro to sides 1, 2",,
1246,"Carlin, George",Class Clown,,,,
1248,Arthur Gee and the Whizz Band,City Cowboy,,,,
1249,Bang,Bow To The King,,,,
1250,Bill Haley & His Comets,Golden Hits,,,X,1/4
1251,"Preston, Billy",Music Is My Life,,,,
1253,"London Symphony Orchestra, The",Tommy,,,X,1/4
1254,"Grateful Dead, The",Aoxomoxoa,,,,
1255,"Grateful Dead, The",The Greatful Dead,,,,
1256,"Mclean, Don",Don McLean,,,,
1257,"Cooper, Marty",A Minute Of Your Time,,,,
1258,"Moore, Les",Yesterday,,,,
1259,"O'Sullivan, Gilbert",Back To Front,,,,
1260,"Fogerty, Tom",Excaliber,,,,
1262,Grin,All Out,,,,
1263,Bonzo Dog Band,Tadpoles,,,,
1264,Bonzo Dog Band,Keynsham,,,,
1265,Bonzo Dog Doo/Dah Band,Gorillia,,,,
1266,Bonzo Dog Band,Urban Spaceman,,,,
1267,"Midler, Bette",The Divine Ms. M,,,,
1268,"Rolling Stones, The",More Hot Rocks,,,X,1/4
1270,Full Moon,Full Moon,,,,
1271,"Wainwright III, Laudon",Album III,,,,
1272,"Hollies, The",Romany,,,,
1273,"Kaplan, Artie",Confessions Of A Male Chauvinist P,,,,
1274,Climax Blues Band,Rich Man,,,,
1275,"Brown, Arthur",The Crazy World Of Arthur Brown,,,,
1276,"Kershaw, Doug",Devils Elbow,,,,
1278,Redbone,Already Here,,,,
1280,Joy Of Cooking,Castles,,,,
1282,Free,Heartbreaker,,,,
1283,Barclay James Harvest,Baby James Harvest,,,,
1284,"Butterfield, Paul",Better Days,,Recording missing. Not recorded.,,
1285,Focus,Moving Waves,,,,
1286,Minnesoda,Minnesoda,,,,
1288,Nitzinger,One Foot In History,,,,
1289,Traffic,Shoot At The Fantasy Factory,,,,
1290,Vinegar Joe,Rock N' Roll Gypsies,,,,
1291,"James Gang, The",The Best Of The James Gang Featuring Joe Walsh,,,,
1292,"Mayall, John",Down The Line,,,X,"1/2, 1/2"
1293,"Stookey, Paul",One Night Stand,,,,
1294,Slade,Slayed?,,,,
1295,"John, Elton",Don't Shoot Me I'm Only The Piano,,Hard intro to side 1 --NAH SIKE ITS OK,,
1300,"Bruce, Jack",At His Best,,,X,1/2
1302,"Clapton, Eric",At His Best,,"Hard intro to record 1, side 2",X,1/2
1303,"Baker, Ginger",At His Best,,,X,1/2
1304,"Seeger, Pete",The World Of Pete Seeger,,,X,1/4
1306,"Cooder, Ry",Boomer's Story,,,,
1307,New Heavenly Blue,New Heavenly Blue,,,,
1309,"Parsons, Gram",GP,,,,
1312,"Hensley, Ken",Proud Words On A Dusty Shelf,,,,
1313,Various,Something Out Of The Ordinary 1973,,,,
1316,"Anderson, Al","Anderson, Al",,,,
1318,Amon Duul II,Wolf City,,,,
1319,It's A Beautiful Day,It's A Beautiful Day At Carnegie H,,,,
1320,Jefferson Airplane,Jefferson Airplane Takes Off,,,,
1321,Hawkwind,Hawkwind,,,,
1323,Status Quo,Piledriver,,,,
1327,"Cosby, Bill",Bill Cosby Presents Badfoot Brown,,,,
1330,Barefoot Jerry,Barefoot Jerry,,,,
1331,"Collins, Judy",True Stories And Other Dreams,,,,
1333,"King, B.B.",20 Greatest Hits,,,,
1334,Mountain,The Best Of Mountain,,,,
1336,"Seger, Bob",Back In '72,,,,
1340,Ellis,Riding On The Crest Of A Slump,,,,
1342,Little Feat,Dixie Chicken,,,,
1343,"Buchanan, Roy",Second Album,,,,
1345,"New Seekers, The",Come Softly To Me,,,,
1346,Three Dog Night,Around The World With Three Dog Ni,,"Side C&D only. (Should be a double, but first record missing)",,
1348,"Wakeman, Rick",The Six Wives Of Henry VIII,,,,
1349,"Croce, Jim",Life And Times,,,,
1350,Kenny Rogers And The First Edition,Backroads,,,,
1351,"Denny, Sandy",Sandy,,,,
1352,Chilliwack,All Over You,,,,
1355,Dr. John,In The Right Place,,,,
1356,Sweet Thursday,Sweet Thursday,,,,
1358,Allman Brothers Band,Beginnings,,"4/14/2015 - Why is this done rerecording? This should be a double, I can't find one. DONE RE-RECORDING.",X,
1359,"Waits, Tom",Closing Time,,Found in Jazz box #9,,
1360,"Haggard, Merle",The Best Of The Best Of Merle Haggard,,Record and case missing. Not recorded.,,
1361,"Louis, Jerry Lee",The Session,,,X,1/2
